test_suite,test_name,smell,metric_value
test_deferred_batch_norm.py,test_transparency,Assertion Roullete,2
test_deferred_batch_norm.py,test_convert_deferred_batch_norm,Assertion Roullete,3
test_deferred_batch_norm.py,test_input_requiring_grad,Assertion Roullete,2
test_worker.py,test_compute_success,Assertion Roullete,3
test_worker.py,test_grad_mode,Assertion Roullete,2
test_worker.py,test_worker_per_device,Assertion Roullete,5
test_phony.py,test_phony_requires_grad,Assertion Roullete,2
test_phony.py,test_cached_phony,Assertion Roullete,3
test_phony.py,test_phony_in_autograd_function,Assertion Roullete,3
test_balance.py,test_layerwise_sandbox,Assertion Roullete,4
test_balance.py,test_not_training,Assertion Roullete,3
test_pipe.py,test_public_attrs,Assertion Roullete,3
test_pipe.py,test_batch_size_indivisible,Assertion Roullete,6
test_pipe.py,test_input_singleton,Assertion Roullete,4
test_pipe.py,test_no_tensor_output,Assertion Roullete,9
test_pipe.py,test_no_chunk,Assertion Roullete,2
test_pipe.py,test_deferred_batch_norm_params,Assertion Roullete,2
test_pipe.py,test_merged_partitions,Assertion Roullete,2
test_pipe.py,test_named_children,Assertion Roullete,2
test_pipe.py,test_with_device_wrapper,Assertion Roullete,2
test_checkpoint.py,test_not_requires_grad,Assertion Roullete,3
test_stash_pop.py,test_stash,Assertion Roullete,2
test_tracker.py,test_default_skip_tracker,Assertion Roullete,2
test_verify_skippables.py,test_double_stash_pop,Assertion Roullete,2
test_portal.py,test_copy_returns_on_next_device,Assertion Roullete,2
test_leak.py,test_delete_portal_tensor,Assertion Roullete,6
test_api.py,test_namespace_copy,Assertion Roullete,2
test_gpipe.py,test_none_skip,Assertion Roullete,3
test_transforms.py,test_equality,Assertion Roullete,3
test_transforms.py,test_with_cache,Assertion Roullete,2
test_transforms.py,test_forward_inverse,Assertion Roullete,2
test_transforms.py,test_compose_transform_shapes,Assertion Roullete,3
test_transforms.py,test_transformed_distribution_shapes,Assertion Roullete,2
test_transforms.py,test_jacobian,Assertion Roullete,2
test_transforms.py,test_compose_affine,Assertion Roullete,3
test_transforms.py,test_compose_reshape,Assertion Roullete,4
test_transforms.py,test_transformed_distribution,Assertion Roullete,4
test.py,test_rnns,Assertion Roullete,4
test.py,test_vl_py,Assertion Roullete,4
test_json_encoding.py,test_json_response_json,Duplicate Assert,1
test_response.py,test_method_not_allowed,Duplicate Assert,5
test_response.py,test_no_content,Duplicate Assert,9
test_response.py,test_multiple_responses,Duplicate Assert,11
test_blueprint_copy.py,test_bp_copy,Duplicate Assert,5
test_logging.py,test_logging_defaults,Duplicate Assert,2
test_logging.py,test_logging_pass_customer_logconfig,Duplicate Assert,1
test_middleware.py,test_middleware_response_raise_exception,Duplicate Assert,1
test_unix_socket.py,test_unix_socket_creation,Duplicate Assert,1
test_errorpages.py,test_auto_fallback_with_data,Duplicate Assert,3
test_errorpages.py,test_auto_fallback_with_content_type,Duplicate Assert,1
test_errorpages.py,test_fallback_with_content_type_mismatch_accept,Duplicate Assert,12
test_errorpages.py,test_setting_fallback_on_config_changes_as_expected,Duplicate Assert,1
test_exceptions_handler.py,test_exception_handler_lookup,Duplicate Assert,5
test_keep_alive_timeout.py,test_keep_alive_timeout_reuse,Duplicate Assert,2
test_keep_alive_timeout.py,test_keep_alive_client_timeout,Duplicate Assert,1
test_keep_alive_timeout.py,test_keep_alive_server_timeout,Duplicate Assert,1
test_static.py,test_multiple_statics,Duplicate Assert,2
test_request.py,test_request_accept,Duplicate Assert,1
test_signal_handlers.py,test_windows_workaround,Duplicate Assert,1
test_multiprocessing.py,test_main_process_event,Duplicate Assert,1
test_custom_request.py,test_custom_request,Duplicate Assert,2
test_server_loop.py,test_logs_when_install_and_runtime_config_mismatch,Duplicate Assert,1
test_named_routes.py,test_overload_routes,Duplicate Assert,4
test_asgi.py,test_listeners_triggered,Duplicate Assert,5
test_asgi.py,test_listeners_triggered_async,Duplicate Assert,5
test_exceptions.py,test_catch_exception_list,Duplicate Assert,1
test_exceptions.py,test_unauthorized_exception,Duplicate Assert,3
test_exceptions.py,test_sanic_exception,Duplicate Assert,1
test_exceptions.py,test_contextual_exception_context,Duplicate Assert,2
test_exceptions.py,test_contextual_exception_extra,Duplicate Assert,2
test_vhosts.py,test_vhosts_with_list,Duplicate Assert,1
test_routes.py,test_shorthand_routes_multiple,Duplicate Assert,1
test_routes.py,test_route_strict_slash,Duplicate Assert,2
test_routes.py,test_route_slashes_overload,Duplicate Assert,3
test_routes.py,test_route_optional_slash,Duplicate Assert,1
test_routes.py,test_route_strict_slashes_set_to_false_and_host_is_a_list,Duplicate Assert,3
test_routes.py,test_dynamic_route_string,Duplicate Assert,1
test_routes.py,test_dynamic_route_number,Duplicate Assert,3
test_routes.py,test_dynamic_route_regex,Duplicate Assert,2
test_routes.py,test_dynamic_route_path,Duplicate Assert,2
test_routes.py,test_dynamic_route_unhashable,Duplicate Assert,2
test_routes.py,test_double_stack_route,Duplicate Assert,1
test_routes.py,test_dynamic_add_route_string,Duplicate Assert,1
test_routes.py,test_dynamic_add_route_number,Duplicate Assert,3
test_routes.py,test_dynamic_add_route_regex,Duplicate Assert,2
test_routes.py,test_dynamic_add_route_unhashable,Duplicate Assert,2
test_routes.py,test_overload_routes,Duplicate Assert,1
test_routes.py,test_unmergeable_overload_routes,Duplicate Assert,3
test_routes.py,test_uri_with_different_method_and_different_params,Duplicate Assert,1
test_routes.py,test_uri_with_different_method_and_same_params,Duplicate Assert,1
test_routes.py,test_routes_with_and_without_slash_definitions,Duplicate Assert,5
test_blueprint_group.py,test_bp_group,Duplicate Assert,1
test_blueprint_group.py,test_bp_group_list_operations,Duplicate Assert,2
test_requests.py,test_standard_forwarded,Duplicate Assert,6
test_requests.py,test_remote_addr_with_two_proxies,Duplicate Assert,6
test_requests.py,test_remote_addr_without_proxy,Duplicate Assert,4
test_requests.py,test_forwarded_scheme,Duplicate Assert,1
test_requests.py,test_request_query_args,Duplicate Assert,2
test_requests.py,test_request_server_port_in_host_header,Duplicate Assert,1
test_requests.py,test_url_for_with_forwarded_request,Duplicate Assert,1
test_requests.py,test_conflicting_body_methods_overload,Duplicate Assert,6
test_requests.py,test_handler_overload,Duplicate Assert,1
test_blueprints.py,test_bp_strict_slash,Duplicate Assert,2
test_blueprints.py,test_bp_strict_slash_default_value,Duplicate Assert,1
test_blueprints.py,test_bp_strict_slash_without_passing_default_value,Duplicate Assert,1
test_blueprints.py,test_bp_strict_slash_default_value_can_be_overwritten,Duplicate Assert,1
test_blueprints.py,test_bp_with_host_list,Duplicate Assert,1
test_blueprints.py,test_several_bp_with_host_list,Duplicate Assert,5
test_blueprints.py,test_bp_exception_handler,Duplicate Assert,1
test_blueprints.py,test_bp_shorthand,Duplicate Assert,11
test_config.py,test_config_access_log_passing_in_run,Duplicate Assert,1
test_config.py,test_config_rewrite_keep_alive,Duplicate Assert,2
test_config.py,test_config_set_methods,Duplicate Assert,1
test_tls.py,test_cert_sni_single,Duplicate Assert,2
test_tls.py,test_cert_sni_list,Duplicate Assert,7
test_tls.py,test_wildcards,Duplicate Assert,1
test_url_for_static.py,test_static_file,Duplicate Assert,6
test_url_for_static.py,test_static_directory,Duplicate Assert,3
test_url_for_static.py,test_static_head_request,Duplicate Assert,4
test_url_for_static.py,test_static_content_range_correct,Duplicate Assert,5
test_url_for_static.py,test_static_content_range_front,Duplicate Assert,5
test_url_for_static.py,test_static_content_range_back,Duplicate Assert,5
test_url_for_static.py,test_static_content_range_empty,Duplicate Assert,5
test_url_for_static.py,test_static_content_range_error,Duplicate Assert,4
test_multi_serve.py,test_serve_same_app_multiple_tuples,Duplicate Assert,1
test_multi_serve.py,test_serve_multiple_apps,Duplicate Assert,1
test_constants.py,test_use_in_routes,Duplicate Assert,2
test_request_stream.py,test_request_stream_method_view,Duplicate Assert,1
test_request_stream.py,test_request_stream_app,Duplicate Assert,11
test_request_stream.py,test_request_stream_blueprint,Duplicate Assert,13
test_request_stream.py,test_request_stream,Duplicate Assert,9
test_request_stream.py,test_streaming_new_api,Duplicate Assert,3
test_request_stream.py,test_streaming_echo,Duplicate Assert,1
test_app.py,test_app_websocket_parameters,Duplicate Assert,1
test_app.py,test_uvloop_config,Duplicate Assert,2
test_blueprint_copy.py,test_bp_copy,Eager Test,2
test_cookies.py,test_cookie_max_age,Eager Test,2
test_cookies.py,test_cookie_expires,Eager Test,2
test_signal_handlers.py,test_windows_workaround,Eager Test,2
test_named_routes.py,test_versioned_named_routes_get,Eager Test,2
test_named_routes.py,test_dynamic_named_route_unhashable,Eager Test,2
test_named_routes.py,test_dynamic_add_named_route_unhashable,Eager Test,2
test_requests.py,test_request_socket,Eager Test,2
test_base.py,test_names_okay,Eager Test,2
test_redirect.py,test_chained_redirect,Conditional Logic,1
test_utils.py,test_loaded_module_from_file_location_name,Conditional Logic,1
test_bad_request.py,test_bad_request_response,Conditional Logic,2
test_response.py,test_file_head_response,Conditional Logic,1
test_response.py,test_file_stream_head_response,Conditional Logic,2
test_response.py,test_multiple_responses,Conditional Logic,1
test_logging.py,test_log,Conditional Logic,1
test_logging.py,test_logging_defaults,Conditional Logic,1
test_logging.py,test_logging_pass_customer_logconfig,Conditional Logic,1
test_logging.py,test_log_connection_lost,Conditional Logic,1
test_server_events.py,test_all_listeners,Conditional Logic,1
test_server_events.py,test_all_listeners_as_convenience,Conditional Logic,1
test_server_events.py,test_create_server_trigger_events,Conditional Logic,2
test_middleware.py,test_middleware_response_raise_cancelled_error,Conditional Logic,1
test_middleware.py,test_middleware_response_raise_exception,Conditional Logic,1
test_unix_socket.py,test_unix_connection,Conditional Logic,1
test_errorpages.py,test_should_return_html_valid_setting,Conditional Logic,1
test_errorpages.py,test_combinations_for_auto,Conditional Logic,1
test_exceptions_handler.py,test_html_traceback_output_in_debug_mode,Conditional Logic,1
test_exceptions_handler.py,test_chained_exception_handler,Conditional Logic,1
test_exceptions_handler.py,test_error_handler_noisy_log,Conditional Logic,1
test_exceptions_handler.py,test_exception_handler_response_was_sent,Conditional Logic,1
test_cookies.py,test_cookie_max_age,Conditional Logic,1
test_pipelining.py,test_streaming_body_requests,Conditional Logic,1
test_static.py,test_static_content_range_invalid_start,Conditional Logic,1
test_static.py,test_static_content_range_invalid_end,Conditional Logic,1
test_static.py,test_static_content_range_invalid_parameters,Conditional Logic,1
test_static.py,test_handle_is_a_directory_error,Conditional Logic,1
test_static.py,test_stack_trace_on_not_found,Conditional Logic,1
test_static.py,test_no_stack_trace_on_not_found,Conditional Logic,1
test_signals.py,test_signal_reservation,Conditional Logic,1
test_request.py,test_request_id_generates_from_request,Conditional Logic,1
test_coffee.py,test_no_sugar,Conditional Logic,1
test_signal_handlers.py,test_register_system_signals,Conditional Logic,1
test_signal_handlers.py,test_dont_register_system_signals,Conditional Logic,1
test_signal_handlers.py,test_windows_workaround,Conditional Logic,1
test_signal_handlers.py,test_signals_with_invalid_invocation,Conditional Logic,1
test_multiprocessing.py,test_multiprocessing,Conditional Logic,1
test_multiprocessing.py,test_multiprocessing_with_blueprint,Conditional Logic,1
test_multiprocessing.py,test_main_process_event,Conditional Logic,1
test_url_building.py,test_simple_url_for_getting,Conditional Logic,1
test_url_building.py,test_fails_url_build_if_param_not_passed,Conditional Logic,1
test_url_building.py,test_fails_with_int_message,Conditional Logic,1
test_url_building.py,test_fails_with_two_letter_string_message,Conditional Logic,1
test_url_building.py,test_fails_with_number_message,Conditional Logic,1
test_server_loop.py,test_raises_warning_if_os_is_windows,Conditional Logic,2
test_server_loop.py,test_raises_warning_if_uvloop_not_installed,Conditional Logic,2
test_server_loop.py,test_logs_when_install_and_runtime_config_mismatch,Conditional Logic,2
test_named_routes.py,test_versioned_named_routes_get,Conditional Logic,1
test_asgi.py,test_listeners_triggered,Conditional Logic,1
test_asgi.py,test_listeners_triggered_async,Conditional Logic,1
test_asgi.py,test_non_default_uvloop_config_raises_warning,Conditional Logic,2
test_exceptions.py,test_exception_in_exception_handler,Conditional Logic,1
test_exceptions.py,test_exception_in_exception_handler_debug_off,Conditional Logic,1
test_exceptions.py,test_exception_in_ws_logged,Conditional Logic,3
test_exceptions.py,test_contextual_exception_extra,Conditional Logic,1
test_exceptions.py,test_contextual_exception_functional_message,Conditional Logic,1
test_routes.py,test_matching,Conditional Logic,2
test_routes.py,test_versioned_routes_get,Conditional Logic,1
test_routes.py,test_route_strict_slashes_set_to_false_and_host_is_a_list,Conditional Logic,1
test_routes.py,test_routes_with_and_without_slash_definitions,Conditional Logic,2
test_views.py,test_unexisting_methods,Conditional Logic,1
test_graceful_shutdown.py,test_no_exceptions_when_cancel_pending_request,Conditional Logic,2
test_url_for.py,test_routes_with_multiple_hosts,Conditional Logic,1
test_blueprint_group.py,test_bp_group_with_additional_route_params,Conditional Logic,1
test_blueprint_group.py,test_blueprint_group_insert,Conditional Logic,1
test_blueprint_group.py,test_bp_group_properties,Conditional Logic,1
test_http.py,test_app,Conditional Logic,1
test_requests.py,test_token,Conditional Logic,1
test_requests.py,test_credentials,Conditional Logic,2
test_requests.py,test_standard_forwarded,Conditional Logic,1
test_requests.py,test_post_json,Conditional Logic,1
test_requests.py,test_request_server_port_in_host_header,Conditional Logic,1
test_blueprints.py,test_versioned_routes_get,Conditional Logic,1
test_blueprints.py,test_blueprint_middleware_with_args,Conditional Logic,1
test_blueprints.py,test_blueprint_registered_multiple_apps,Conditional Logic,1
test_blueprints.py,test_early_registration,Conditional Logic,1
test_config.py,test_load_from_file,Conditional Logic,1
test_config.py,test_config_defaults,Conditional Logic,1
test_config.py,test_config_custom_defaults,Conditional Logic,2
test_config.py,test_config_custom_defaults_with_env,Conditional Logic,2
test_tls.py,test_invalid_ssl_dict,Conditional Logic,1
test_tls.py,test_logger_vhosts,Conditional Logic,2
test_helpers.py,test_has_message_body,Conditional Logic,1
test_helpers.py,test_is_entity_header,Conditional Logic,1
test_helpers.py,test_is_hop_by_hop_header,Conditional Logic,1
test_helpers.py,test_remove_entity_headers,Conditional Logic,1
test_url_for_static.py,test_static_file,Conditional Logic,1
test_prepare.py,test_reload_dir,Conditional Logic,2
test_prepare.py,test_fast,Conditional Logic,1
test_multi_serve.py,test_signal_synchronization,Conditional Logic,2
test_cli.py,test_server_run,Conditional Logic,1
test_cli.py,test_error_with_path_as_instance_without_simple_arg,Conditional Logic,1
test_cli.py,test_num_workers,Conditional Logic,1
test_headers.py,test_parse_accept_ordered_okay,Conditional Logic,2
test_request_stream.py,test_request_stream_method_view,Conditional Logic,2
test_request_stream.py,test_request_stream_100_continue,Conditional Logic,2
test_request_stream.py,test_request_stream_app,Conditional Logic,2
test_request_stream.py,test_request_stream_handle_exception,Conditional Logic,3
test_request_stream.py,test_request_stream_blueprint,Conditional Logic,2
test_request_stream.py,test_request_stream,Conditional Logic,3
test_request_stream.py,test_streaming_new_api,Conditional Logic,1
test_request_stream.py,test_streaming_echo,Conditional Logic,3
test_app.py,test_create_server_main,Conditional Logic,1
test_app.py,test_create_server_main_convenience,Conditional Logic,1
test_app.py,test_app_handle_request_handler_is_none,Conditional Logic,1
test_app.py,test_handle_request_with_nested_exception,Conditional Logic,1
test_app.py,test_handle_request_with_nested_exception_debug,Conditional Logic,1
test_app.py,test_handle_request_with_nested_sanic_exception,Conditional Logic,1
test_app.py,test_app_no_registry_deprecation_message,Conditional Logic,1
test_app.py,test_uvloop_config,Conditional Logic,1
test_app.py,test_uvloop_cannot_never_called_with_create_server,Conditional Logic,2
test_app.py,test_multiple_uvloop_configs_display_warning,Conditional Logic,1
test_redirect.py,test_chained_redirect,Exception Handling,1
test_server_events.py,test_create_server_trigger_events,Exception Handling,1
test_unix_socket.py,test_unix_connection,Exception Handling,1
test_errorpages.py,test_should_return_html_valid_setting,Exception Handling,1
test_errorpages.py,test_combinations_for_auto,Exception Handling,1
test_exceptions_handler.py,test_exception_handler_lookup,Exception Handling,1
test_request_data.py,test_custom_context,Exception Handling,3
test_reloader.py,test_reload_listeners,Exception Handling,1
test_routes.py,test_matching,Exception Handling,1
test_config.py,test_config_custom_defaults_with_env,Exception Handling,1
test_prepare.py,test_fast,Exception Handling,1
test_cli.py,test_error_with_function_as_instance_without_factory_arg,Exception Handling,1
test_request_stream.py,test_streaming_echo,Exception Handling,1
test_app.py,test_app_websocket_parameters,Exception Handling,1
test_response.py,test_stream_response_with_cookies,Sleepy Test,1
test_signal_handlers.py,test_windows_workaround,Sleepy Test,3
test_create_task.py,test_create_task,Sleepy Test,2
test_create_task.py,test_named_task_called,Sleepy Test,1
test_reloader.py,test_reload_listeners,Sleepy Test,1
test_graceful_shutdown.py,test_no_exceptions_when_cancel_pending_request,Sleepy Test,1
test_response_timeout.py,test_response_timeout_not_applied,Sleepy Test,2
test_response.py,test_multiple_responses,Redundant Print,2
test_graceful_shutdown.py,test_no_exceptions_when_cancel_pending_request,Redundant Print,1
test_response.py,test_two_respond_calls,Unknown Test,0
test_unix_socket.py,test_socket_deleted_while_running,Unknown Test,0
test_unix_socket.py,test_socket_replaced_with_file,Unknown Test,0
test_unix_socket.py,test_unix_connection_multiple_workers,Unknown Test,0
test_multi_serve.py,test_running_multiple_secondary,Unknown Test,0
test_app.py,test_subclass_initialisation,Unknown Test,0
test_redirect.py,test_redirect_default_302,Magic Number,1
test_redirect.py,test_redirect_headers_none,Magic Number,1
test_redirect.py,test_redirect_with_301,Magic Number,1
test_redirect.py,test_get_then_redirect_follow_redirect,Magic Number,1
test_redirect.py,test_chained_redirect,Magic Number,1
test_redirect.py,test_redirect_with_header_injection,Magic Number,1
test_redirect.py,test_redirect_with_params,Magic Number,1
test_json_encoding.py,test_json_response_json,Magic Number,2
test_test_client_port.py,test_test_client_port_none,Magic Number,1
test_response.py,test_response_body_not_a_string,Magic Number,1
test_response.py,test_method_not_allowed,Magic Number,2
test_response.py,test_json_response,Magic Number,1
test_response.py,test_no_content,Magic Number,4
test_response.py,test_file_response_custom_filename,Magic Number,1
test_response.py,test_file_head_response,Magic Number,1
test_response.py,test_file_stream_response,Magic Number,1
test_response.py,test_file_stream_response_custom_filename,Magic Number,1
test_response.py,test_file_stream_head_response,Magic Number,1
test_response.py,test_file_stream_response_range,Magic Number,1
test_response.py,test_multiple_responses,Magic Number,5
test_blueprint_copy.py,test_bp_copy,Magic Number,1
test_server_events.py,test_reload_listeners_attached,Magic Number,2
test_middleware.py,test_middleware_response_exception,Magic Number,1
test_middleware.py,test_middleware_response_raise_cancelled_error,Magic Number,1
test_middleware.py,test_middleware_response_raise_exception,Magic Number,1
test_middleware.py,test_middleware_override_request,Magic Number,1
test_middleware.py,test_middleware_override_response,Magic Number,1
test_middleware.py,test_middleware_order,Magic Number,1
test_middleware.py,test_request_middleware_executes_once,Magic Number,2
test_middleware.py,test_middleware_return_response,Magic Number,2
test_unix_socket.py,test_unix_connection,Magic Number,1
test_errorpages.py,test_auto_fallback_with_data,Magic Number,3
test_errorpages.py,test_auto_fallback_with_content_type,Magic Number,2
test_errorpages.py,test_fallback_with_content_type_html,Magic Number,1
test_errorpages.py,test_fallback_with_content_type_mismatch_accept,Magic Number,8
test_errorpages.py,test_allow_fallback_error_format_set_main_process_start,Magic Number,1
test_errorpages.py,test_allow_fallback_error_format_in_config_injection,Magic Number,1
test_errorpages.py,test_allow_fallback_error_format_in_config_replacement,Magic Number,1
test_errorpages.py,test_config_fallback_before_and_after_startup,Magic Number,1
test_errorpages.py,test_config_fallback_using_update_dict,Magic Number,1
test_errorpages.py,test_config_fallback_using_update_kwarg,Magic Number,1
test_exceptions_handler.py,test_invalid_usage_exception_handler,Magic Number,1
test_exceptions_handler.py,test_server_error_exception_handler,Magic Number,1
test_exceptions_handler.py,test_not_found_exception_handler,Magic Number,1
test_exceptions_handler.py,test_text_exception__handler,Magic Number,1
test_exceptions_handler.py,test_async_exception_handler,Magic Number,1
test_exceptions_handler.py,test_html_traceback_output_in_debug_mode,Magic Number,1
test_exceptions_handler.py,test_inherited_exception_handler,Magic Number,1
test_exceptions_handler.py,test_chained_exception_handler,Magic Number,1
test_exceptions_handler.py,test_exception_handler_processed_request_middleware,Magic Number,1
test_cookies.py,test_cookie_deletion,Magic Number,1
test_cookies.py,test_cookie_set_same_key,Magic Number,1
test_cookies.py,test_cookie_max_age,Magic Number,1
test_cookies.py,test_cookie_bad_max_age,Magic Number,1
test_cookies.py,test_cookie_expires,Magic Number,1
test_keep_alive_timeout.py,test_keep_alive_timeout_reuse,Magic Number,4
test_keep_alive_timeout.py,test_keep_alive_client_timeout,Magic Number,3
test_keep_alive_timeout.py,test_keep_alive_server_timeout,Magic Number,3
test_keep_alive_timeout.py,test_keep_alive_connection_context,Magic Number,1
test_pipelining.py,test_no_body_requests,Magic Number,1
test_pipelining.py,test_json_body_requests,Magic Number,1
test_pipelining.py,test_streaming_body_requests,Magic Number,1
test_pipelining.py,test_bad_headers,Magic Number,2
test_static.py,test_static_file,Magic Number,1
test_static.py,test_static_file_pathlib,Magic Number,1
test_static.py,test_static_file_bytes,Magic Number,1
test_static.py,test_static_file_invalid_path,Magic Number,1
test_static.py,test_static_file_content_type,Magic Number,1
test_static.py,test_static_file_content_type_guessed,Magic Number,1
test_static.py,test_static_file_content_type_with_charset,Magic Number,1
test_static.py,test_static_directory,Magic Number,1
test_static.py,test_static_head_request,Magic Number,1
test_static.py,test_static_content_range_correct,Magic Number,1
test_static.py,test_static_content_range_front,Magic Number,1
test_static.py,test_static_content_range_back,Magic Number,1
test_static.py,test_static_content_range_empty,Magic Number,1
test_static.py,test_static_content_range_error,Magic Number,1
test_static.py,test_static_content_range_invalid_unit,Magic Number,1
test_static.py,test_static_content_range_invalid_start,Magic Number,1
test_static.py,test_static_content_range_invalid_end,Magic Number,1
test_static.py,test_static_content_range_invalid_parameters,Magic Number,1
test_static.py,test_static_file_specified_host,Magic Number,2
test_static.py,test_static_stream_large_file,Magic Number,1
test_static.py,test_use_modified_since,Magic Number,1
test_static.py,test_file_not_found,Magic Number,1
test_static.py,test_static_name,Magic Number,1
test_static.py,test_nested_dir,Magic Number,1
test_static.py,test_handle_is_a_directory_error,Magic Number,1
test_static.py,test_stack_trace_on_not_found,Magic Number,4
test_static.py,test_no_stack_trace_on_not_found,Magic Number,4
test_static.py,test_multiple_statics,Magic Number,2
test_static.py,test_resource_type_default,Magic Number,2
test_static.py,test_resource_type_file,Magic Number,1
test_static.py,test_resource_type_dir,Magic Number,1
test_signals.py,test_add_signal,Magic Number,1
test_signals.py,test_add_signal_decorator,Magic Number,2
test_signals.py,test_bad_finalize,Magic Number,1
test_multiprocessing.py,test_pickle_app_with_static,Magic Number,1
test_custom_request.py,test_custom_request,Magic Number,2
test_url_building.py,test_simple_url_for_getting,Magic Number,1
test_url_building.py,test_simple_url_for_getting_with_more_params,Magic Number,1
test_url_building.py,test_url_for_with_server_name,Magic Number,1
test_exceptions.py,test_no_exception,Magic Number,1
test_exceptions.py,test_server_error_exception,Magic Number,1
test_exceptions.py,test_invalid_usage_exception,Magic Number,1
test_exceptions.py,test_not_found_exception,Magic Number,1
test_exceptions.py,test_forbidden_exception,Magic Number,1
test_exceptions.py,test_unauthorized_exception,Magic Number,4
test_exceptions.py,test_handled_unhandled_exception,Magic Number,1
test_exceptions.py,test_exception_in_exception_handler,Magic Number,1
test_exceptions.py,test_exception_in_exception_handler_debug_off,Magic Number,1
test_exceptions.py,test_exception_in_exception_handler_debug_on,Magic Number,1
test_exceptions.py,test_sanic_exception,Magic Number,3
test_exceptions.py,test_custom_exception_default_message,Magic Number,1
test_exceptions.py,test_contextual_exception_context,Magic Number,3
test_exceptions.py,test_contextual_exception_extra,Magic Number,3
test_exceptions.py,test_contextual_exception_functional_message,Magic Number,1
test_routes.py,test_versioned_routes_get,Magic Number,1
test_routes.py,test_shorthand_routes_get,Magic Number,1
test_routes.py,test_shorthand_routes_multiple,Magic Number,2
test_routes.py,test_route_strict_slash,Magic Number,2
test_routes.py,test_route_strict_slash_default_value,Magic Number,1
test_routes.py,test_shorthand_routes_post,Magic Number,1
test_routes.py,test_shorthand_routes_put,Magic Number,1
test_routes.py,test_shorthand_routes_delete,Magic Number,1
test_routes.py,test_shorthand_routes_patch,Magic Number,1
test_routes.py,test_shorthand_routes_head,Magic Number,2
test_routes.py,test_shorthand_routes_options,Magic Number,2
test_routes.py,test_dynamic_route_int,Magic Number,1
test_routes.py,test_dynamic_route_number,Magic Number,5
test_routes.py,test_dynamic_route_regex,Magic Number,4
test_routes.py,test_dynamic_route_uuid,Magic Number,2
test_routes.py,test_dynamic_route_path,Magic Number,4
test_routes.py,test_dynamic_route_unhashable,Magic Number,4
test_routes.py,test_double_stack_route,Magic Number,2
test_routes.py,test_method_not_allowed,Magic Number,2
test_routes.py,test_dynamic_add_route_int,Magic Number,1
test_routes.py,test_dynamic_add_route_number,Magic Number,5
test_routes.py,test_dynamic_add_route_regex,Magic Number,4
test_routes.py,test_dynamic_add_route_unhashable,Magic Number,4
test_routes.py,test_add_route_method_not_allowed,Magic Number,2
test_routes.py,test_removing_slash,Magic Number,1
test_routes.py,test_overload_routes,Magic Number,1
test_routes.py,test_unmergeable_overload_routes,Magic Number,3
test_routes.py,test_uri_with_different_method_and_different_params,Magic Number,2
test_routes.py,test_uri_with_different_method_and_same_params,Magic Number,2
test_routes.py,test_routes_with_and_without_slash_definitions,Magic Number,4
test_routes.py,test_added_route_ctx_kwargs,Magic Number,1
test_views.py,test_with_decorator,Magic Number,1
test_versioning.py,test_route,Magic Number,1
test_versioning.py,test_bp,Magic Number,1
test_versioning.py,test_bp_use_route,Magic Number,1
test_versioning.py,test_bp_group,Magic Number,1
test_versioning.py,test_bp_group_use_bp,Magic Number,1
test_versioning.py,test_bp_group_use_registration,Magic Number,1
test_versioning.py,test_bp_group_use_route,Magic Number,1
test_versioning.py,test_version_prefix_route,Magic Number,1
test_versioning.py,test_version_prefix_bp,Magic Number,1
test_versioning.py,test_version_prefix_bp_use_route,Magic Number,1
test_versioning.py,test_version_prefix_bp_group,Magic Number,1
test_versioning.py,test_version_prefix_bp_group_use_bp,Magic Number,1
test_versioning.py,test_version_prefix_bp_group_use_registration,Magic Number,1
test_versioning.py,test_version_prefix_bp_group_use_route,Magic Number,1
test_graceful_shutdown.py,test_no_exceptions_when_cancel_pending_request,Magic Number,1
test_payload_too_large.py,test_payload_too_large_from_error_handler,Magic Number,1
test_payload_too_large.py,test_payload_too_large_at_data_received_default,Magic Number,1
test_payload_too_large.py,test_payload_too_large_at_on_header_default,Magic Number,1
test_blueprint_group.py,test_bp_group_with_additional_route_params,Magic Number,1
test_blueprint_group.py,test_bp_group,Magic Number,2
test_blueprint_group.py,test_bp_group_list_operations,Magic Number,4
test_blueprint_group.py,test_bp_group_as_list,Magic Number,1
test_blueprint_group.py,test_bp_group_as_nested_group,Magic Number,1
test_blueprint_group.py,test_blueprint_group_insert,Magic Number,1
test_blueprint_group.py,test_bp_group_properties,Magic Number,1
test_http.py,test_full_message,Magic Number,1
test_requests.py,test_invalid_response,Magic Number,1
test_requests.py,test_empty_json,Magic Number,1
test_requests.py,test_echo_json,Magic Number,1
test_requests.py,test_invalid_json,Magic Number,1
test_requests.py,test_standard_forwarded,Magic Number,2
test_requests.py,test_request_multipart_with_multiple_files_and_type,Magic Number,1
test_requests.py,test_request_server_port,Magic Number,1
test_requests.py,test_request_server_port_in_host_header,Magic Number,2
test_requests.py,test_request_server_port_forwarded,Magic Number,1
test_requests.py,test_conflicting_body_methods_overload,Magic Number,4
test_requests.py,test_handler_overload,Magic Number,2
test_response_timeout.py,test_server_error_response_timeout,Magic Number,1
test_response_timeout.py,test_default_server_error_response_timeout,Magic Number,1
test_response_timeout.py,test_response_handler_cancelled,Magic Number,1
test_blueprints.py,test_versioned_routes_get,Magic Number,1
test_blueprints.py,test_bp_strict_slash,Magic Number,2
